transaction_id,transaction_date,product_name,brand,room_category,connectivity_type,energy_efficiency_rating,unit_price,quantity_sold,total_revenue,customer_rating,region,is_returned
TXN-00413,2025-10-03,Smart Speaker,Google,Living Room,Wi-Fi,C,13217.25,19,251127.75,3.9,Mindanao,FALSE
TXN-00414,2025-02-18,Smart Bulb,LG,Lighting,Matter,A,10786.11,14,151005.54,2.6,NCR,FALSE
TXN-00415,2025-12-01,Smart Speaker,Samsung,Living Room,Bluetooth,A+,10227.64,17,173869.88,1.1,Region IV-A,FALSE
TXN-00416,2025-10-14,Smart Refrigerator,LG,Kitchen,Wi-Fi,A++,12674.42,2,25348.84,2.5,Mindanao,FALSE
TXN-00417,2025-05-11,Smart Bulb,Aqara,Lighting,Zigbee,A+,11353.58,11,124889.38,1.8,NCR,FALSE
TXN-00418,2025-05-15,Smart Curtain Controller,LG,Bedroom,Zigbee,A++,4135.08,2,8270.16,1.7,Region III,FALSE
TXN-00419,2025-04-03,Smart Camera,Aqara,Security,Wi-Fi,A++,13639.03,3,40917.09,3.2,Mindanao,FALSE
TXN-00420,2025-07-05,Smart Bathroom Scale,Philips,Bathroom,Bluetooth,A,5420.51,9,48784.59,3.3,Region IV-A,FALSE
TXN-00421,2025-08-30,Smart Curtain Controller,LG,Bedroom,Matter,A+,8733.05,8,69864.4,2.7,Region III,FALSE
TXN-00422,2025-06-12,Smart Curtain Controller,Amazon,Bedroom,Zigbee,B,7731.8,19,146904.2,3.7,NCR,FALSE
TXN-00423,2025-12-01,Smart Oven,Amazon,Kitchen,Matter,A,8720.26,17,148244.42,4,Visayas,FALSE
TXN-00424,2025-02-12,Smart Speaker,Xiaomi,Living Room,Bluetooth,A++,13617.47,6,81704.82,3.7,Region III,TRUE
TXN-00425,2025-05-08,Smart Door Lock,Aqara,Security,Z-Wave,A++,7890.96,15,118364.4,3.6,Region IV-A,FALSE
TXN-00426,2025-02-25,Smart Bulb,Xiaomi,Lighting,Zigbee,A,6889.46,18,124010.28,1.8,NCR,FALSE
TXN-00427,2025-12-04,Smart Doorbell,Samsung,Security,Wi-Fi,A++,4876.54,4,19506.16,2,NCR,FALSE
TXN-00428,2025-10-05,Smart Air Purifier,Google,Bedroom,Matter,A,7667.28,6,46003.68,4.5,Region IV-A,FALSE
TXN-00429,2025-05-06,Smart Refrigerator,Google,Kitchen,Wi-Fi,A,5009.42,6,30056.52,2.5,Region IV-A,TRUE
TXN-00430,2025-08-20,Smart Curtain Controller,Xiaomi,Bedroom,Zigbee,A+,5684.29,13,73895.77,2,NCR,FALSE
TXN-00431,2025-10-23,Smart Plug,TP-Link,Living Room,Matter,C,6216.24,6,37297.44,2.6,Mindanao,FALSE
TXN-00432,2025-04-14,Smart Plug,LG,Living Room,Matter,B,7365.79,5,36828.95,1.1,Region IV-A,FALSE
TXN-00433,2025-06-23,Smart TV,TP-Link,Living Room,Bluetooth,B,13456.68,2,26913.36,2.4,Region IV-A,FALSE
TXN-00434,2025-04-22,Smart Doorbell,Aqara,Security,Zigbee,A,3760.88,18,67695.84,1.3,Region IV-A,TRUE
TXN-00435,2025-04-02,Smart Bulb,Aqara,Lighting,Matter,B,661.01,3,1983.03,2.6,Mindanao,FALSE
TXN-00436,2025-10-22,Smart Bulb,TP-Link,Lighting,Matter,A,12573.14,5,62865.7,2.2,Mindanao,TRUE
TXN-00437,2025-07-13,Smart Camera,Google,Security,Matter,A,8609.47,14,120532.58,2.2,Visayas,FALSE
TXN-00438,2025-06-15,Smart Curtain Controller,Google,Bedroom,Zigbee,A,6062.36,19,115184.84,1.4,NCR,FALSE
TXN-00439,2025-06-10,Smart Thermostat,TP-Link,Bedroom,Wi-Fi,A,8103.74,14,113452.36,2,Mindanao,FALSE
TXN-00440,2025-03-16,Smart TV,TP-Link,Living Room,Wi-Fi,A++,5216.41,2,10432.82,4.4,NCR,FALSE
TXN-00441,2025-11-14,Smart Door Lock,TP-Link,Security,Zigbee,C,10714.07,2,21428.14,3.5,NCR,FALSE
TXN-00442,2025-09-04,Smart Air Purifier,Xiaomi,Bedroom,Wi-Fi,A+,14544.24,15,218163.6,1.5,Mindanao,FALSE
TXN-00443,2025-11-25,Smart Doorbell,LG,Security,Zigbee,A+,10169.75,14,142376.5,2.6,Mindanao,FALSE
TXN-00444,2025-11-09,Smart Refrigerator,Amazon,Kitchen,Matter,C,3344.54,4,13378.16,1.6,Visayas,TRUE
TXN-00445,2025-12-02,Smart Curtain Controller,LG,Bedroom,Matter,A,5196.92,4,20787.68,1.6,Region IV-A,FALSE
TXN-00446,2025-06-15,Smart Doorbell,Google,Security,Wi-Fi,A,957.38,13,12445.94,3.2,Visayas,TRUE
TXN-00447,2025-03-18,Smart Air Purifier,TP-Link,Bedroom,Matter,A,5304.91,15,79573.65,3.7,Visayas,FALSE
TXN-00448,2025-01-06,Smart Refrigerator,Samsung,Kitchen,Wi-Fi,A+,11989.57,2,23979.14,4.7,Region III,FALSE
TXN-00449,2025-09-21,Smart Curtain Controller,Philips,Bedroom,Zigbee,A++,11117.96,13,144533.48,3.8,Region IV-A,FALSE
TXN-00450,2025-03-21,Smart Air Purifier,LG,Bedroom,Wi-Fi,A++,2177.68,13,28309.84,3.5,NCR,FALSE
TXN-00451,2025-09-25,Smart Curtain Controller,LG,Bedroom,Matter,A+,7932.72,19,150721.68,3.7,NCR,FALSE
TXN-00452,2025-10-23,Smart Oven,Amazon,Kitchen,Matter,A+,9894.62,16,158313.92,3.8,NCR,FALSE
TXN-00453,2025-05-27,Smart Refrigerator,TP-Link,Kitchen,Matter,B,9390.6,1,9390.6,4.9,NCR,FALSE
TXN-00454,2025-12-09,Smart TV,Aqara,Living Room,Bluetooth,A+,1350.42,15,20256.3,4.8,NCR,TRUE
TXN-00455,2025-06-20,Smart Curtain Controller,Amazon,Bedroom,Matter,C,8661.69,18,155910.42,4.7,NCR,FALSE
TXN-00456,2025-11-13,Smart Air Purifier,Amazon,Bedroom,Wi-Fi,B,3325.2,20,66504,3.4,Visayas,FALSE
TXN-00457,2025-10-05,Smart Bulb,LG,Lighting,Zigbee,B,1118.54,10,11185.4,4,Region IV-A,FALSE
TXN-00458,2025-05-17,Smart Bulb,Philips,Lighting,Matter,A+,1631.83,18,29372.94,4.6,Mindanao,FALSE
TXN-00459,2025-03-31,Smart Bulb,Samsung,Lighting,Wi-Fi,B,12207.09,12,146485.08,4.9,Visayas,FALSE
TXN-00460,2025-09-15,Smart Camera,Amazon,Security,Wi-Fi,C,12621.51,20,252430.2,2.6,NCR,FALSE
TXN-00461,2025-05-18,Smart Doorbell,Amazon,Security,Wi-Fi,B,12559.04,4,50236.16,1.8,Visayas,FALSE
TXN-00462,2025-08-29,Smart TV,LG,Living Room,Bluetooth,A,9047.16,15,135707.4,4.7,Visayas,FALSE
TXN-00463,2025-12-26,Smart Door Lock,Philips,Security,Z-Wave,A,8415.61,13,109402.93,2.9,NCR,TRUE
TXN-00464,2025-09-04,Smart Thermostat,LG,Bedroom,Wi-Fi,A+,6460.22,16,103363.52,2.3,Region III,FALSE
TXN-00465,2025-08-12,Smart Speaker,TP-Link,Living Room,Bluetooth,A++,5547.18,18,99849.24,2.2,Region III,FALSE
TXN-00466,2025-12-29,Smart Plug,Aqara,Living Room,Zigbee,A,8070.07,1,8070.07,2.6,Mindanao,FALSE
TXN-00467,2025-02-18,Smart Curtain Controller,Google,Bedroom,Zigbee,A++,9646.23,4,38584.92,3.5,Visayas,TRUE
TXN-00468,2025-11-18,Smart Air Purifier,Samsung,Bedroom,Matter,A++,960.75,12,11529,3.3,Visayas,FALSE
TXN-00469,2025-12-09,Smart TV,TP-Link,Living Room,Bluetooth,A++,5925.3,1,5925.3,2,Region III,FALSE
TXN-00470,2025-07-24,Smart Door Lock,LG,Security,Zigbee,A++,9844.07,5,49220.35,3.9,Mindanao,FALSE
TXN-00471,2025-10-21,Smart Curtain Controller,Xiaomi,Bedroom,Zigbee,A+,10667.76,19,202687.44,2,Region III,FALSE
TXN-00472,2025-05-14,Smart Bulb,Samsung,Lighting,Matter,C,9110.58,18,163990.44,1.6,Mindanao,TRUE
TXN-00473,2025-12-26,Smart Doorbell,Amazon,Security,Zigbee,A+,8982.18,11,98803.98,2,NCR,TRUE
TXN-00474,2025-12-21,Smart Bathroom Scale,Amazon,Bathroom,Bluetooth,A+,4405.99,16,70495.84,3.4,Region IV-A,TRUE
TXN-00475,2025-05-05,Smart Plug,Aqara,Living Room,Wi-Fi,A,549.63,2,1099.26,3.8,NCR,TRUE
TXN-00476,2025-01-02,Smart Oven,TP-Link,Kitchen,Matter,A,2005.27,1,2005.27,4.7,Mindanao,FALSE
TXN-00477,2025-10-06,Smart Plug,Xiaomi,Living Room,Matter,A++,4462.46,13,58011.98,3.9,Visayas,FALSE
TXN-00478,2025-06-16,Smart Refrigerator,LG,Kitchen,Wi-Fi,C,11448.49,8,91587.92,2.4,NCR,TRUE
TXN-00479,2025-07-11,Smart Curtain Controller,TP-Link,Bedroom,Zigbee,A,7882.29,14,110352.06,4.4,Region III,FALSE
TXN-00480,2025-02-13,Smart Bathroom Scale,Philips,Bathroom,Bluetooth,C,8263.84,2,16527.68,4.4,Region IV-A,FALSE
TXN-00481,2025-11-27,Smart Refrigerator,Philips,Kitchen,Wi-Fi,B,1149.53,1,1149.53,3.1,Region III,FALSE
TXN-00482,2025-08-08,Smart Thermostat,Google,Bedroom,Z-Wave,A++,5613.38,3,16840.14,3.7,Region III,TRUE
TXN-00483,2025-01-04,Smart Bathroom Scale,Aqara,Bathroom,Bluetooth,A+,8845.22,4,35380.88,4.3,Mindanao,FALSE
TXN-00484,2025-06-22,Smart Oven,Aqara,Kitchen,Matter,B,8851.38,8,70811.04,1.7,Region III,FALSE
TXN-00485,2025-09-19,Smart TV,Google,Living Room,Wi-Fi,C,1682.78,17,28607.26,3.3,Region III,FALSE
TXN-00486,2025-12-24,Smart Door Lock,TP-Link,Security,Matter,A++,7130.49,5,35652.45,1.4,Region III,FALSE
TXN-00487,2025-11-14,Smart Refrigerator,Aqara,Kitchen,Wi-Fi,B,1326.33,4,5305.32,4.3,Mindanao,FALSE
TXN-00488,2025-12-20,Smart Thermostat,Philips,Bedroom,Wi-Fi,A+,8619.56,12,103434.72,2,Visayas,FALSE
TXN-00489,2025-11-15,Smart Bathroom Scale,Xiaomi,Bathroom,Bluetooth,A,11432.8,7,80029.6,2.7,NCR,FALSE
TXN-00490,2025-04-30,Smart Camera,TP-Link,Security,Matter,C,6357.86,16,101725.76,4.5,Visayas,FALSE
TXN-00491,2025-04-29,Smart Speaker,Philips,Living Room,Bluetooth,A,3162.54,10,31625.4,1.4,Visayas,FALSE
TXN-00492,2025-03-12,Smart Doorbell,LG,Security,Zigbee,B,4630.92,9,41678.28,4.8,NCR,FALSE
TXN-00493,2025-03-14,Smart Refrigerator,TP-Link,Kitchen,Wi-Fi,C,817.94,7,5725.58,2.5,Visayas,FALSE
TXN-00494,2025-12-05,Smart Doorbell,Amazon,Security,Zigbee,A+,4222.4,5,21112,3,Region IV-A,FALSE
TXN-00495,2025-01-16,Smart Oven,Amazon,Kitchen,Wi-Fi,B,7062.89,1,7062.89,3.2,Mindanao,FALSE
TXN-00496,2025-01-04,Smart Curtain Controller,Philips,Bedroom,Matter,A++,1723.97,7,12067.79,1.3,Mindanao,FALSE
TXN-00497,2025-07-25,Smart Thermostat,Philips,Bedroom,Matter,A++,3852.42,13,50081.46,1.5,Region IV-A,FALSE
TXN-00498,2025-01-30,Smart TV,Google,Living Room,Wi-Fi,A,5193.08,7,36351.56,3.9,Visayas,TRUE
TXN-00499,2025-08-26,Smart Doorbell,LG,Security,Zigbee,A+,14620.63,5,73103.15,2.8,Region IV-A,FALSE
TXN-00500,2025-07-13,Smart Bulb,Amazon,Lighting,Zigbee,A++,13870.22,4,55480.88,4.1,Region III,FALSE
TXN-00501,2025-08-25,Smart Camera,Amazon,Security,Wi-Fi,B,9975.49,14,139656.86,3.8,Visayas,FALSE
TXN-00502,2025-06-12,Smart Speaker,Amazon,Living Room,Bluetooth,A++,9581.41,2,19162.82,1.8,Region IV-A,FALSE
TXN-00503,2025-01-30,Smart Door Lock,Aqara,Security,Zigbee,C,12399.3,19,235586.7,1,Visayas,TRUE
TXN-00504,2025-03-05,Smart Bulb,Samsung,Lighting,Zigbee,B,13745.41,1,13745.41,2.5,Region IV-A,FALSE
TXN-00505,2025-12-31,Smart Bulb,Samsung,Lighting,Wi-Fi,A++,13077.05,15,196155.75,3.7,Region III,FALSE
TXN-00506,2025-09-05,Smart Air Purifier,Xiaomi,Bedroom,Matter,A,11761.98,3,35285.94,3.3,Mindanao,FALSE
TXN-00507,2025-02-20,Smart Refrigerator,Amazon,Kitchen,Wi-Fi,A++,2232.88,19,42424.72,1.1,Region IV-A,FALSE
TXN-00508,2025-08-10,Smart Bulb,Amazon,Lighting,Matter,C,8704.27,11,95746.97,4.5,Region IV-A,FALSE
TXN-00509,2025-09-06,Smart Refrigerator,Google,Kitchen,Matter,C,10665.24,2,21330.48,4.6,NCR,FALSE
TXN-00510,2025-09-04,Smart Thermostat,Aqara,Bedroom,Matter,A++,7230.37,1,7230.37,3.1,NCR,FALSE
TXN-00511,2025-02-15,Smart Refrigerator,TP-Link,Kitchen,Wi-Fi,A++,13992.85,19,265864.15,2.1,Region III,FALSE
TXN-00512,2025-04-17,Smart Doorbell,Samsung,Security,Wi-Fi,B,14138.06,10,141380.6,2.6,Visayas,FALSE
TXN-00513,2025-08-01,Smart TV,TP-Link,Living Room,Bluetooth,B,6063.77,4,24255.08,3,Visayas,FALSE
TXN-00514,2025-04-13,Smart TV,Amazon,Living Room,Wi-Fi,A++,5901.27,5,29506.35,2.1,Region III,FALSE
TXN-00515,2025-05-06,Smart Speaker,TP-Link,Living Room,Bluetooth,B,6570.98,3,19712.94,2.2,Region III,FALSE
TXN-00516,2025-02-19,Smart Oven,LG,Kitchen,Wi-Fi,B,9802.73,5,49013.65,3.2,Visayas,FALSE
TXN-00517,2025-09-22,Smart Speaker,Philips,Living Room,Wi-Fi,B,5756.67,6,34540.02,1.1,Region III,FALSE
TXN-00518,2025-04-15,Smart Camera,Google,Security,Matter,A++,3031.98,3,9095.94,4.1,NCR,TRUE
TXN-00519,2025-11-21,Smart Camera,Aqara,Security,Matter,A,12715.89,15,190738.35,1,Region III,FALSE
TXN-00520,2025-11-15,Smart Bulb,Samsung,Lighting,Wi-Fi,A+,9470.15,11,104171.65,2.9,Region III,FALSE
TXN-00521,2025-01-18,Smart Speaker,Philips,Living Room,Wi-Fi,B,4708.8,16,75340.8,3.6,Region III,FALSE
TXN-00522,2025-01-06,Smart Plug,Google,Living Room,Wi-Fi,A+,3673.76,10,36737.6,4.3,Mindanao,FALSE
TXN-00523,2025-05-02,Smart TV,Samsung,Living Room,Bluetooth,A,6833.03,4,27332.12,3.4,Visayas,FALSE
TXN-00524,2025-05-21,Smart Curtain Controller,LG,Bedroom,Matter,C,13993.04,10,139930.4,1.4,Region IV-A,TRUE
TXN-00525,2025-02-27,Smart Thermostat,Samsung,Bedroom,Z-Wave,A++,1760.59,15,26408.85,1.2,Mindanao,TRUE
TXN-00526,2025-09-17,Smart Oven,TP-Link,Kitchen,Wi-Fi,A++,755.3,14,10574.2,4.6,Mindanao,FALSE
TXN-00527,2025-08-11,Smart Bulb,Aqara,Lighting,Matter,A++,9701.81,2,19403.62,3.3,Region IV-A,FALSE
TXN-00528,2025-12-09,Smart Bathroom Scale,LG,Bathroom,Bluetooth,A++,5800.49,16,92807.84,1.4,Region III,FALSE
TXN-00529,2025-05-14,Smart Door Lock,Samsung,Security,Zigbee,C,8615.73,13,112004.49,3.8,Visayas,FALSE
TXN-00530,2025-10-07,Smart Plug,TP-Link,Living Room,Matter,A,714.21,12,8570.52,4.3,Region IV-A,FALSE
TXN-00531,2025-05-08,Smart TV,Amazon,Living Room,Bluetooth,B,4622.49,13,60092.37,3.7,Region III,FALSE
TXN-00532,2025-04-20,Smart Bulb,Amazon,Lighting,Wi-Fi,A,6598.84,9,59389.56,4.3,Mindanao,FALSE
TXN-00533,2025-03-22,Smart Camera,LG,Security,Matter,B,5483.48,19,104186.12,1.7,Mindanao,FALSE
TXN-00534,2025-09-19,Smart Air Purifier,TP-Link,Bedroom,Matter,C,8944.25,20,178885,3.6,Visayas,FALSE
TXN-00535,2025-01-17,Smart Doorbell,Amazon,Security,Wi-Fi,A++,10127.66,13,131659.58,4.7,Region IV-A,FALSE
TXN-00536,2025-01-05,Smart Refrigerator,Philips,Kitchen,Matter,C,788.77,18,14197.86,1.6,NCR,FALSE
TXN-00537,2025-08-22,Smart Air Purifier,Amazon,Bedroom,Wi-Fi,C,14007.63,14,196106.82,4,Visayas,FALSE
TXN-00538,2025-06-24,Smart TV,TP-Link,Living Room,Wi-Fi,A+,9821.68,11,108038.48,3.2,Mindanao,FALSE
TXN-00539,2025-03-12,Smart Speaker,Google,Living Room,Wi-Fi,B,11900.77,14,166610.78,2,Region IV-A,FALSE
TXN-00540,2025-09-05,Smart Speaker,Samsung,Living Room,Bluetooth,C,12952.09,15,194281.35,3,Visayas,FALSE
TXN-00541,2025-08-22,Smart Speaker,LG,Living Room,Bluetooth,B,11040.57,14,154567.98,2.1,NCR,FALSE
TXN-00542,2025-09-12,Smart Speaker,LG,Living Room,Wi-Fi,A,1710.23,5,8551.15,5,Region III,FALSE
TXN-00543,2025-01-08,Smart Bathroom Scale,Google,Bathroom,Bluetooth,C,14724.94,19,279773.86,3,Visayas,FALSE
TXN-00544,2025-05-30,Smart Curtain Controller,Amazon,Bedroom,Zigbee,C,11978.05,4,47912.2,2.2,Region IV-A,FALSE
TXN-00545,2025-02-10,Smart Curtain Controller,Google,Bedroom,Zigbee,A+,4114.43,3,12343.29,2.1,Mindanao,TRUE
TXN-00546,2025-06-18,Smart Oven,Amazon,Kitchen,Wi-Fi,C,9985.94,12,119831.28,4.3,Mindanao,TRUE
TXN-00547,2025-01-28,Smart Door Lock,Google,Security,Z-Wave,C,6363.04,12,76356.48,2.7,NCR,FALSE
TXN-00548,2025-05-28,Smart Door Lock,Aqara,Security,Zigbee,C,13410.26,6,80461.56,4.9,Region IV-A,TRUE
TXN-00549,2025-07-26,Smart Curtain Controller,Aqara,Bedroom,Matter,A++,12021.31,17,204362.27,3.6,Mindanao,FALSE
TXN-00550,2025-06-13,Smart Refrigerator,Google,Kitchen,Wi-Fi,C,8594.48,2,17188.96,2.8,Region III,FALSE
TXN-00551,2025-01-10,Smart Refrigerator,Xiaomi,Kitchen,Wi-Fi,B,9944.55,20,198891,2.7,Region IV-A,TRUE
TXN-00552,2025-09-29,Smart Curtain Controller,Samsung,Bedroom,Matter,A+,8999.35,20,179987,3,Visayas,FALSE
TXN-00553,2025-04-17,Smart Plug,Philips,Living Room,Matter,B,14752.56,1,14752.56,3.6,Mindanao,FALSE
TXN-00554,2025-12-17,Smart Oven,TP-Link,Kitchen,Matter,A,14973.83,7,104816.81,2.2,Region III,FALSE
TXN-00555,2025-11-30,Smart Air Purifier,Google,Bedroom,Wi-Fi,A,5636.16,1,5636.16,3.6,Region IV-A,FALSE
TXN-00556,2025-06-22,Smart Plug,Philips,Living Room,Zigbee,A,10382.42,1,10382.42,1.6,Visayas,FALSE
TXN-00557,2025-11-01,Smart Speaker,TP-Link,Living Room,Bluetooth,B,7000.32,16,112005.12,3,NCR,FALSE
TXN-00558,2025-06-04,Smart Curtain Controller,Amazon,Bedroom,Zigbee,A++,4491.72,19,85342.68,5,Region III,FALSE
TXN-00559,2025-01-16,Smart TV,Xiaomi,Living Room,Bluetooth,A,7737.64,17,131539.88,3.7,Visayas,TRUE
TXN-00560,2025-08-18,Smart Plug,Samsung,Living Room,Matter,A,6387.25,5,31936.25,1.4,NCR,FALSE
TXN-00561,2025-10-18,Smart Thermostat,Xiaomi,Bedroom,Wi-Fi,A++,11482.41,8,91859.28,3,Mindanao,TRUE
TXN-00562,2025-12-17,Smart Thermostat,Samsung,Bedroom,Wi-Fi,A++,13983.46,9,125851.14,3.9,Visayas,TRUE
TXN-00563,2025-08-05,Smart Bathroom Scale,LG,Bathroom,Wi-Fi,C,13449.22,10,134492.2,4.4,Mindanao,FALSE
TXN-00564,2025-09-26,Smart Bulb,Amazon,Lighting,Matter,A++,10208.83,9,91879.47,3.9,Mindanao,FALSE
TXN-00565,2025-09-04,Smart Camera,Aqara,Security,Matter,A+,10933.66,12,131203.92,3.8,NCR,FALSE
TXN-00566,2025-03-07,Smart Curtain Controller,Philips,Bedroom,Zigbee,A,9599.43,1,9599.43,2.4,Mindanao,TRUE
TXN-00567,2025-11-30,Smart Curtain Controller,Amazon,Bedroom,Zigbee,B,7410.82,1,7410.82,3.8,Visayas,TRUE
TXN-00568,2025-06-02,Smart Bathroom Scale,Google,Bathroom,Bluetooth,C,9080.96,13,118052.48,1,NCR,FALSE
TXN-00569,2025-09-26,Smart Curtain Controller,Amazon,Bedroom,Zigbee,A+,7070.55,4,28282.2,2.7,Mindanao,FALSE
TXN-00570,2025-09-03,Smart Speaker,TP-Link,Living Room,Bluetooth,A++,14726.57,5,73632.85,1.5,Region IV-A,FALSE
TXN-00571,2025-08-27,Smart Oven,LG,Kitchen,Matter,C,6155.85,10,61558.5,1.1,NCR,TRUE
TXN-00572,2025-03-19,Smart Plug,Xiaomi,Living Room,Matter,A++,10499.39,1,10499.39,1.9,Visayas,TRUE
TXN-00573,2025-02-07,Smart Bulb,Xiaomi,Lighting,Matter,A+,10290.33,8,82322.64,2.2,Visayas,TRUE
TXN-00574,2025-10-08,Smart Bathroom Scale,Xiaomi,Bathroom,Bluetooth,A++,11879.87,14,166318.18,4.5,NCR,FALSE
TXN-00575,2025-09-04,Smart Curtain Controller,Samsung,Bedroom,Zigbee,C,14508.58,14,203120.12,1.7,Mindanao,FALSE
TXN-00576,2025-08-15,Smart Speaker,TP-Link,Living Room,Bluetooth,B,8179.64,15,122694.6,3.4,NCR,TRUE
TXN-00577,2025-05-16,Smart Speaker,Amazon,Living Room,Bluetooth,A++,14680.55,9,132124.95,2.5,Region III,FALSE
TXN-00578,2025-07-03,Smart TV,LG,Living Room,Wi-Fi,C,5652.48,8,45219.84,1.9,Mindanao,FALSE
TXN-00579,2025-01-31,Smart Oven,Aqara,Kitchen,Matter,A,1856.51,15,27847.65,2.8,Region IV-A,FALSE
TXN-00580,2025-03-11,Smart Door Lock,TP-Link,Security,Matter,A+,14060.01,3,42180.03,3.1,Region IV-A,TRUE
TXN-00581,2025-09-09,Smart Oven,LG,Kitchen,Wi-Fi,A+,14493.58,15,217403.7,1.7,Region IV-A,FALSE
TXN-00582,2025-02-18,Smart Door Lock,Google,Security,Matter,A,12495.52,2,24991.04,3.8,Visayas,TRUE
TXN-00583,2025-02-01,Smart Plug,Aqara,Living Room,Matter,B,3708.33,10,37083.3,4,NCR,FALSE
TXN-00584,2025-07-01,Smart Curtain Controller,Philips,Bedroom,Zigbee,A,3842.26,9,34580.34,2.2,Mindanao,TRUE
TXN-00585,2025-11-10,Smart Air Purifier,Xiaomi,Bedroom,Matter,A++,14230.25,11,156532.75,1.8,NCR,FALSE
TXN-00586,2025-12-15,Smart Bathroom Scale,Philips,Bathroom,Bluetooth,A++,12561.08,18,226099.44,3.5,NCR,TRUE
TXN-00587,2025-06-19,Smart Speaker,LG,Living Room,Wi-Fi,A+,14388.31,15,215824.65,4.2,Region III,FALSE
TXN-00588,2025-03-17,Smart Bathroom Scale,Xiaomi,Bathroom,Bluetooth,A+,13691.88,4,54767.52,1.1,Visayas,FALSE
TXN-00589,2025-07-26,Smart Thermostat,Aqara,Bedroom,Z-Wave,A,2022.42,10,20224.2,4.8,Visayas,FALSE
TXN-00590,2025-10-08,Smart TV,LG,Living Room,Bluetooth,A,3020.76,14,42290.64,4.6,Mindanao,TRUE
TXN-00591,2025-02-27,Smart Speaker,LG,Living Room,Bluetooth,B,2497.9,19,47460.1,4.1,NCR,FALSE
TXN-00592,2025-12-06,Smart Refrigerator,LG,Kitchen,Wi-Fi,A+,665.34,14,9314.76,3.3,Mindanao,TRUE
TXN-00593,2025-05-26,Smart Refrigerator,Samsung,Kitchen,Matter,A+,4216.01,5,21080.05,4.4,Mindanao,FALSE
TXN-00594,2025-02-22,Smart TV,Philips,Living Room,Bluetooth,B,9439.32,7,66075.24,3.3,Region III,FALSE
TXN-00595,2025-12-31,Smart Camera,Xiaomi,Security,Matter,A++,1805.2,10,18052,1.9,Region III,FALSE
TXN-00596,2025-07-09,Smart Plug,Xiaomi,Living Room,Matter,B,5128.2,11,56410.2,3.7,NCR,FALSE
TXN-00597,2025-02-19,Smart Bathroom Scale,Xiaomi,Bathroom,Bluetooth,A,11474.54,12,137694.48,2.7,NCR,FALSE
TXN-00598,2025-11-22,Smart Speaker,Google,Living Room,Wi-Fi,B,3999.49,7,27996.43,2.6,Region IV-A,FALSE
TXN-00599,2025-12-02,Smart Thermostat,Philips,Bedroom,Wi-Fi,B,7459.96,19,141739.24,3.1,Region III,FALSE
TXN-00600,2025-03-09,Smart Doorbell,Google,Security,Wi-Fi,B,756.84,11,8325.24,2.1,NCR,FALSE
TXN-00601,2025-04-11,Smart Bulb,Aqara,Lighting,Matter,B,12005.47,18,216098.46,2.2,NCR,TRUE
TXN-00602,2025-12-12,Smart Air Purifier,Philips,Bedroom,Wi-Fi,A+,1673.53,12,20082.36,4.1,Mindanao,TRUE
TXN-00603,2025-08-09,Smart Bathroom Scale,Google,Bathroom,Bluetooth,A+,2655.82,12,31869.84,1.5,Region IV-A,FALSE
TXN-00604,2025-09-23,Smart Oven,Amazon,Kitchen,Matter,C,3457.2,20,69144,4.4,Region IV-A,FALSE
TXN-00605,2025-06-21,Smart Oven,TP-Link,Kitchen,Matter,A+,4036.48,6,24218.88,1.8,Mindanao,FALSE
TXN-00606,2025-02-11,Smart Bulb,Xiaomi,Lighting,Matter,C,7646.43,4,30585.72,2.1,Mindanao,FALSE
TXN-00607,2025-04-20,Smart TV,Amazon,Living Room,Wi-Fi,A+,2906.08,7,20342.56,1.1,Visayas,FALSE
TXN-00608,2025-07-07,Smart Speaker,Philips,Living Room,Wi-Fi,A+,8961.32,9,80651.88,4.9,Visayas,FALSE
TXN-00609,2025-04-06,Smart Speaker,Samsung,Living Room,Wi-Fi,A+,4080,13,53040,4.1,Region IV-A,TRUE
TXN-00610,2025-07-03,Smart Door Lock,Philips,Security,Matter,B,13217.63,2,26435.26,1.5,Mindanao,FALSE
TXN-00611,2025-02-11,Smart Bulb,Aqara,Lighting,Matter,A+,11996.1,14,167945.4,3.1,Region III,TRUE
TXN-00612,2025-04-01,Smart Bulb,Google,Lighting,Wi-Fi,A,1637.81,14,22929.34,3.9,Mindanao,TRUE
TXN-00613,2025-05-12,Smart Oven,Aqara,Kitchen,Matter,A,7941.58,9,71474.22,1.3,NCR,FALSE
TXN-00614,2025-05-17,Smart Bathroom Scale,Xiaomi,Bathroom,Bluetooth,C,10498.37,11,115482.07,4.9,Region III,FALSE
TXN-00615,2025-07-26,Smart Thermostat,Amazon,Bedroom,Matter,A++,12473.75,6,74842.5,1.2,Mindanao,TRUE
TXN-00616,2025-08-26,Smart Door Lock,Google,Security,Z-Wave,C,13006.85,11,143075.35,3.1,Region IV-A,FALSE
TXN-00617,2025-10-12,Smart Air Purifier,Amazon,Bedroom,Wi-Fi,A,4957.81,13,64451.53,4.9,Visayas,TRUE
TXN-00618,2025-11-15,Smart Camera,LG,Security,Matter,A++,6964.51,12,83574.12,3.1,Region IV-A,FALSE
TXN-00619,2025-01-13,Smart Bulb,Samsung,Lighting,Zigbee,A+,3501.56,20,70031.2,4.6,Mindanao,FALSE
